year,movie,actor,dialogue,englishDialogue
1989,Gola Barood,Shatrughan Sinha,Marne waala chahe apne aap ko lohe ki deewaron mein bhi band karle ... bach nahi sakta ... aur jeene waala chahe lakhon goliyon ki bauchaar se guzar gaye ... mar nahi sakta,"The one who is supposed to die, even if he locks himself up inside the walls of iron ... he still won't escape ... and the one who is supposed to live, even if he goes through millions of raining bullets ... he still won't die"
1989,Gola Barood,Shatrughan Sinha,Hazar bura aadmi burai ka rasta akhtyar kare toh itna khatarnak nahi ... lekin jab ek achcha aadmi burai ka rasta akhtyar karta hai na ... toh burai ka seena bhi kaanp uthta hai,Even if thousands of evil people adopt the path of evilness it's still not dangerous ... but when a single good person adopts the path of evilness ... then even the body of evilness shivers
1989,Gola Barood,Shatrughan Sinha,Doosron ko maarkar jeena koi gaurav ki baat nahi ... magar khud ko maarkar kisi aur ke liye jeena hi jeena hai,It's not prideful to live by killing someone ... but to kill yourself and then to live for someone else is called as living
1989,Gola Barood,Sadashiv Amrapurkar,Tum aur hum kachre ke dher se uthne waali woh badbu hai ... jisko zamane ki naak kabhi seh nahi sakti ... aur kachra chahe kitna bhi saaf ho jaye usse badbu hi uthti hai,You and I are the smell that comes out from a pile of garbage ... which can never be tolerated by the nose of the world ... and no matter how clean garbage becomes it still smells
1989,Gola Barood,Sadashiv Amrapurkar,"Kyun ki mera colour black hai, kaleja black hai aur uske andar ka khoon bhi black hai ... is liye main tujhe blackmail kar raha hoon","Because my (skin) colour is black, my heart is black and the blood inside it is also black ... that's why I'm blackmailing you"
1989,Gola Barood,Shatrughan Sinha,Jis tarah se bomb mein aag lagte hi saat second ke andar barood phatke bahar nikal jaata hai ... ussi tarah se Shambu saat dino ke andar jail ki char deewari se bahar nikal jayega,When a bomb is fired up then in 7 seconds the gunpowder inside blasts and comes out ... just like that Shambu will break the four walls of the jail in 7 days and come out
1989,Ilaaka,Amrish Puri,"Galati ek baar hoti hai, do baar hoti hai ... lekin teesri baar iraada hota hai","Mistake can happen once, can happen twice ... but the third time it's the intention"
1989,Ilaaka,Amrish Puri,"Kal hum Holi khelenge ... lekin is Holi mein gulaal ki bajai dhuna udhega ... pichkariyon mein se rang nahi, bandookon mein se goliyan niklengi ... geeton ki jagah cheekein ... aur laaj ki jagah laashein tadapengi","Tomorrow I'll play Holi ... but in this Holi instead of colour powder, smoke will fly ... bullets will come out from guns instead of colour from water toys ... screams instead of songs ... and bodies will drop instead of modesty"
1989,Ilaaka,Bharat Bhushan,Dushman ko dushmani se hi nahi ... dosti se bhi maara ja sakta hai,You can not only kill an enemy with enmity ... but also with friendship
1989,Ilaaka,Amrish Puri,Hamara rasta kaatne waali koi bhi billi ... zinda nahi rehti,Any cat that cuts my path ... doesn't stay alive
1989,Ilaaka,Om Puri,Budhape ko maut ka nahi ... akelepan ka darr hota hai,Old age is not scared of death ... it is scared of loneliness
1989,Ilaaka,Sanjay Dutt,"Aaj ke baad mujhe agar kisi ke khilaaf koi bhi report mili ... toh main uska woh haal karoonga, ki maa baap bhi nahi pehchanenge","After today if I get any report against anyone ... then I'll make such a condition of that person, that even his parents will not be able to recognize him"
1989,Ilaaka,Sanjay Dutt,Joh jitna ooncha hota hai ... utni hi zor se zameen par girta hai,The higher the person is ... that much more harder he falls on the ground
1989,Ilaaka,Dharmendra,Duty aur biwi mein khaas farak nahi hota ... dono ki maang mein laali bharni padti hai,There is not much of a difference between duty and a wife ... since you have to fill the colour red on both of their foreheads
1989,Jung Baaz,Raaj Kumar,Hum mein oonchi awaaz sunna bhi pasand nahi ... hamare samne joh oonchi awaaz mein bolta hai ... uski awaaz hamesha hamesha ke liye band kar di jaati hai,I don't like to hear loud voices ... the person who speaks loudly in front of me ... I shut their voice forever
1989,Jung Baaz,Raaj Kumar,Chipkali ke bachche kabhi magarmach nahi ban sakte ... woh deewar par rhengte rhengte hi mar jaate hai,The children of a lizard can never become crocodiles ... they will simply die crawling on the walls
1989,Jung Baaz,Danny Denzongpa,"Mera naam hai Mahakaal ... Kali ka pujari hoon main ... libaz bhi kaala, dhanda bhi kaala aur dushmanon ko joh kafan pehnata hoon uska rang bhi kaala","My name is Mahakaal ... and I worship (the goddess) Kali ... my dress is black, my business is black and the shroud that I put on my enemies is also black"
1989,Jung Baaz,Raaj Kumar,Hum toh woh bhanwar hai jis mein samundar ke samundar doob jaate hai,I am that vortex in which the ocean of the oceans drowns
1989,Jung Baaz,Raaj Kumar,Krishna Prasad maut ki diary mein ek baar jiska naam likh deta hai ... usse yamraj bhi nahi mitta sakta,Once Krishna Prasad writes a name in the diary of death ... then even the god of death can't erase that
1989,Jaisi Karni Waisi Bharni,Kader Khan,Haraam ki daulat insaan ko shuru shuru mein sukh zaroor dilati hai ... magar baad mein le jaakar ek aaise dukh ke sagar mein dhakel deti hai ... jahan marte dum tak sukh ka kinara kabhi nazar nahi aata hai,Unlawful wealth surely gives happiness to one in the start ... but later on it takes you and throws you into the sea of sadness ... where you will never ever see the shores of happiness
1989,Jaisi Karni Waisi Bharni,Kader Khan,Agar insaan dukh se dosti karle ... toh phir zindagi mein kabhi usko sukh ki tamanna hi nahi rahegi,If a man befriends sorrow ... then in life he will never have the wish for happiness
1989,Jaisi Karni Waisi Bharni,Kader Khan,Insaan ki zindagi ek aaine ki tarah hoti hai ... farak itna hai ki aam aaine mein hum joh harkat karte hai uski tasveer us hi waqt nazar aa jaati hai ... magar zindagi woh aaina hai ki aaj kiya hue harkat ki tasveer barso baad nazar aati hai,"The life of a human is like a mirror ... the only difference is that whatever we do in front of a regular mirror we can see the picture of that right away ... but life is that mirror which shows the picture of whatever we do today, after a long time"
1989,Jaisi Karni Waisi Bharni,Kader Khan,"Sukh toh bewafaa tawaif ki tarah hai ... joh aaj iske pass, kal uske pass",Happiness is like the unfaithful prostitute ... who is with one today and with another tomorrow
1989,Jaisi Karni Waisi Bharni,Kader Khan,Yeh zindagi ek khet ki tarah hai jahan insaan ... kisan ki tarah paap aur punya ke beejh bohta hai,Life is like an farm where a person ... like a farmer sows the seeds of sins and boons
1989,Jaisi Karni Waisi Bharni,Kader Khan,Jahan paisa roti ki hadh se badh gaya ... wahin insaan baimaani ke daldal mein gadh gaya,Where money goes beyond the limits of food ... over there a man gets stuck in the bog of dishonesty
1989,Jaisi Karni Waisi Bharni,Kader Khan,In duniya mein jis insaan ke paas har sawaal ka jawab nahi hota hai ... kabhi kabhi uski apni zindagi sawaal ban jaya karti hai,In this world a person who does not have the answer to every question ... sometimes his own life becomes a question
1989,Jaisi Karni Waisi Bharni,Kader Khan,"Jaane do isse ... is waqt yeh khudgarzi ke ghode pe savar, barbaadi ke toofan mein udhta hua chala ja raha hai ... aur aaise sawar ko waqt ke thappad aur zamaane ki thokar ke sivah koi nahin rok sakta hai",Let him go ... right now he is riding the horse of selfishness and flying in the storm of destruction ... and no one can stop such a rider other than the slap of time and the kick of the era
1989,Jaisi Karni Waisi Bharni,Kader Khan,Tumhari umar mere tajurbe se bahut kam hai ... tumne utni Diwaliyan nahi dekhi hai jitni maine tum jaise bikne waalon ki barbaadiyan dekhi hai,"Your age is much less than my experience ... you haven't seen as many Diwali's, as many as I have seen the destruction of people like you who take bribes"
1989,Jaisi Karni Waisi Bharni,Govinda,Aulad ki judai ka dard ... maut ke dard se bhi zyada hota hai,The pain of separation from a child ... is much more than the pain of death
1989,Jaisi Karni Waisi Bharni,Shakti Kapoor,Shabdon ke teer maar maarkar mujhe aur zakhmi mat kar,Don't injure me more by firing these arrows of words
1989,Jaisi Karni Waisi Bharni,Govinda,Aapne joh samjhaya meri samajh mein kuch nahi aaya ... kyun ki aapki joh samajh hai na meri samajh ki samajh se bahar hai,Whatever you explained I didn't understand anything ... because your thoughts are beyond my understanding
1989,Jaisi Karni Waisi Bharni,Govinda,Aaj kal ke yug mein har cheez ke daam bhad gaye hai ... magar aadmi ki nazar mein insaaniyat ke daam ghat gaye hai,In today's age the price of everything has gone up ... but the price of humanity in the eyes of a person has dropped
1989,Jaisi Karni Waisi Bharni,Shakti Kapoor,Hasso mat ... aaj se tumhare rone ke din shuru ho gaye hai,Don't laugh ... from today the days of your crying start
1989,Jaisi Karni Waisi Bharni,Gulshan Grover,Humse takrane waale ka ek hi anjaam hota hai ... jisse Hindi mein maut aur angrezi mein death kehte hain,"There can only be one outcome of anyone going against me ... which we call as ""maut"" in Hindi and ""death"" in English"
1989,Jaisi Karni Waisi Bharni,Gulshan Grover,Bahut oonchi boli bolta hai tu ... magar aaj main tujhe itna ooncha pahuncha doonga ki hamesha ke liye bolti bandh kar doonga,You talk very loudly ... but today I will send you to such heights that you will stop talking forever
1989,Jaisi Karni Waisi Bharni,Govinda,"Main toh aapse dur rehna chahta hoon ... magar yeh kambhakt haath uchal uchal ke, uchal uchal ke ... tumse chipak jaata hai",I want to stay away from you ... but this bloody hand keeps jumping around ... and sticks on you
1989,Jaisi Karni Waisi Bharni,Gulshan Grover,Mujhe hisaab kitaab karna bahut achchi tarah se aata hai,I know very well how to keep accounts
1989,Khoj,Naseeruddin Shah,Pati patni saath rehte rehte ek doosre ko itni achchi tarah janne lag jaate hai ... ki ek doosre ke liye aaina ban jaate hai,A husband and wife staying together understand each other so well ... that they become a mirror for each other
1989,Khoj,Rishi Kapoor,"Jab dil mein paap ka andhera ho ... toh koi bhi pooja, kaisi bhi prarthana ujaala nahi kar sakti","When there is darkness in the heart from sins ... then no worship, no prayer can create brightness"
1989,Khoj,Danny Denzongpa,Chahe insaan ki gardan ho ya telephone ka taar ... katne mein zyada waqt nahi lagta,Be it a human's neck or a telephone wire ... it doesn't take time to cut it
1989,Khoj,Naseeruddin Shah,Beete dino ki yaad ka sahara toh tab liya jaata hai ... jab sirf yaadein hi reh gayi ho,You take the support of the past days ... when only memories are left
1989,Khoj,Satish Shah,Kis bedardi se ujhada hai mera chaman ... ab main kahan bechunga dal sabzi aur mutton,With great brutality you have destroyed my garden ... now where will I sell vegetable lentil and mutton
1989,Khoj,Danny Denzongpa,Galati toh har insaan se hoti hai ... par maafi ka asli haqdar wohi hota hai joh galati karke pachtaye,Every person makes a mistake ... but only that person is worth an apology who repents after committing a mistake
1989,Khoj,Naseeruddin Shah,Pagalpan bahut khatarnak bimari hoti hai ... jisse ho jaye uske liye bhi aur auron ke liye bhi,Becoming mad is a very dangerous illness ... for the one who goes through it and for others as well
1989,Love Love Love,Raza Murad,Usse yeh kaho ki un raasto par chalna chhod de ... jahan par hamari hone waali bahu chalti hai,Tell him to stop walking on those roads ... where my to be daughter-in-law walks
1989,Love Love Love,Raza Murad,Katal karna hamara dhanda hai ... aur yeh kaam bhi hum muft nahi karte,To kill is our business ... and even that we don't do it for free
1989,Love Love Love,Raza Murad,Kal uske jism ki har haddi toot chuki hogi,Tomorrow every bone in his body will be broken
1989,Love Love Love,Aamir Khan,Khwab aur hakikat mein jab bhi jung hoti hai ... khwab haar jaata hai,Whenever there is a battle between a dream and reality ... the dream loses
1989,Love Love Love,Gulshan Grover,"Hum uski woh beizzati karenge, woh beizzati karenge ... ki saale ki aane waali saath nasale beizzat pehda hongi","We will humiliate him so badly, so badly ... that his next seven generations will be born humiliated"
1989,Love Love Love,Raza Murad,Gussa ek bahut badi daulat hoti hai ... usse bhi sooch samajhkar karch karna chahiye,Anger is a large amount of wealth ... you should think before you spend it
1989,Love Love Love,Gulshan Grover,"Meri aadat hai, main jis cheez ko ek baar pasand karta hoon ... usse yah toh paa leta hoon ... yah usse is layak nahi chhodta ki woh kisi aur ke layak rahe","It is my habit that, once I like a thing ... I either achieve it ... or else I don't leave it in a condition where it can be of any use to someone else"
1989,Love Love Love,Dalip Tahil,Is duniya mein sharifon ki bahumat hai ... lekin yeh sharif kuch hi gundon se sar jhukaye darr darr ke jeete hai,Honest people have the majority in this world ... but these honest people bow down in front of a few goons and live a scared life
1989,Love Love Love,Gulshan Grover,Abhi toh tamasha hoga ... bahut bada tamasha hoga,Now there will be entertainment ... big time entertainment
1989,Love Love Love,Gulshan Grover,Aayenda uske aas paas bhi dhikai diya ... toh itni zor se maroonga ki thook bhi nahi ugal sakega,If I ever see you near her ... then I will hit you so badly that you won't even be able to gulp your spit
